"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative","vote_ndp"
46,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
70,"Male","Quebec","Highly Educated","NO","Middle Class",0,0,0
72,"Male","Alberta","Some Education","YES","Middle Class",0,1,0
59,"Female","Nova Scotia","Some Education","NO","Lower Middle Class to Poor",0,0,1
42,"Male","Quebec","Some Education","YES","Middle Class",0,1,0
39,"Female","Saskatchewan","Highly Educated","YES","Middle Class",NA,NA,NA
22,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
64,"Male","Ontario","Some Education","NO","Upper Middle Class to Wealthy",1,0,0
72,"Male","Quebec","Highly Educated","NO","Middle Class",0,0,0
59,"Male","Alberta","Some Education","NO","Middle Class",0,0,0
58,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
25,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
35,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
28,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
31,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
32,"Male","Quebec","Highly Educated","NO","Middle Class",0,0,1
67,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
18,"Female","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",0,0,1
63,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
46,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
29,"Male","Quebec","Some Education","NO","Middle Class",0,0,0
25,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
32,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,0
44,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
23,"Male","Quebec","Some Education","NO","Middle Class",NA,NA,NA
58,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
52,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
39,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
46,"Female","Saskatchewan","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
54,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
72,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
33,"Male","Alberta","Some Education","YES","Middle Class",0,0,0
60,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
64,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
46,"Male","Quebec","Some Education","NO","Middle Class",0,0,0
34,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
35,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
56,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
50,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,1,0
29,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
77,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
40,"Female","Nova Scotia","Highly Educated","NO","Middle Class",NA,NA,NA
31,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
77,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
62,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
62,"Male","Ontario","Some Education","YES","Middle Class",0,0,0
69,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
42,"Female","Nova Scotia","Some Education","YES","Middle Class",0,0,1
39,"Female","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
66,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
42,"Male","Quebec","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
50,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
37,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor",1,0,0
64,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
29,"Male","Quebec","Highly Educated","NO","Middle Class",0,0,0
65,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
31,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
33,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
56,"Male","Alberta","Highly Educated","NO","Middle Class",NA,NA,NA
35,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
52,"Male","British Columbia","Some Education","NO","Middle Class",0,0,1
57,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
53,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
53,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
47,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
73,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
55,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
74,"Male","Alberta","Highly Educated","YES","Middle Class",0,1,0
30,"Female","Quebec","Some Education","NO","Middle Class",0,0,0
57,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
43,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
69,"Male","Quebec","Some Education","NO","Middle Class",0,0,0
60,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
71,"Female","Quebec","Highly Educated","YES","Middle Class",0,1,0
83,"Male","Alberta","Some Education","YES","Middle Class",NA,NA,NA
62,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
24,"Male","Quebec","Highly Educated","NO","Middle Class",0,0,1
73,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
32,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
48,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,1,0
20,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
81,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor",0,1,0
59,"Male","British Columbia","Some Education","NO","Middle Class",0,0,0
44,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
22,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
67,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
53,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
61,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
22,"Male","Alberta","Highly Educated","YES","Middle Class",0,0,1
71,"Male","Alberta","Some Education","YES","Middle Class",NA,NA,NA
66,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
48,"Male","Quebec","Some Education","NO","Middle Class",0,0,0
73,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
27,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,0,0
35,"Male","Saskatchewan","Highly Educated","YES","Middle Class",0,1,0
62,"Male","Quebec","Some Education","YES","Middle Class",0,0,1
37,"Female","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
26,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
49,"Female","Nova Scotia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
73,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
76,"Male","Ontario","Some Education","YES","Middle Class",0,0,1
77,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
51,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
55,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
23,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor",0,0,1
27,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",0,1,0
72,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
75,"Male","Ontario","Highly Educated","NO","Middle Class",1,0,0
33,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
69,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
65,"Female","Prince Edward Island","Some Education","YES","Middle Class",NA,NA,NA
50,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0,1
20,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,1
35,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
49,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0,0
67,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
68,"Female","Ontario","Some Education","NO","Middle Class",NA,NA,NA
53,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor",0,0,0
29,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor",0,0,1
51,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
32,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
34,"Female","Quebec","Highly Educated","YES","Middle Class",1,0,0
67,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
64,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,1
50,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
55,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",1,0,0
57,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",1,0,0
30,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
70,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0,0
33,"Female","Ontario","Highly Educated","NO","Middle Class",1,0,0
39,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,1
49,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
72,"Male","Alberta","Highly Educated","NO","Middle Class",NA,NA,NA
38,"Male","Ontario","Some Education","YES","Middle Class",0,0,1
30,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0,1
45,"Female","Ontario","Some Education","NO","Middle Class",0,0,0
62,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
66,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
52,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
64,"Female","Manitoba","Some Education","NO","Middle Class",1,0,0
66,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
79,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0,0
81,"Female","Manitoba","Highly Educated","NO","Middle Class",1,0,0
75,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1,0
57,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
78,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
66,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
30,"Male","Quebec","Highly Educated","NO","Middle Class",0,1,0
69,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,0,0
40,"Male","Ontario","Some Education","NO","Middle Class",0,0,1
67,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
39,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
59,"Female","Nova Scotia","Some Education","NO","Upper Middle Class to Wealthy",1,0,0
65,"Female","Alberta","Some Education","NO","Middle Class",0,0,0
58,"Female","Newfoundland and Labrador","Highly Educated","YES","Middle Class",0,1,0
22,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
79,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0,0
54,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
18,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
43,"Male","Quebec","Some Education","NO","Middle Class",NA,NA,NA
62,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
34,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,0,1
75,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1,0
23,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,1,0
51,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
63,"Male","Quebec","Some Education","YES","Middle Class",1,0,0
51,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
58,"Female","Quebec","Some Education","NO","Middle Class",0,1,0
73,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
60,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",0,1,0
77,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0,1
68,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
29,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0,1
41,"Female","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
60,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
53,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
39,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
61,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1,0
28,"Male","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
50,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
74,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
55,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
78,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
36,"Female","Nova Scotia","Highly Educated","YES","Middle Class",NA,NA,NA
42,"Female","Alberta","Some Education","NO","Middle Class",0,0,1
29,"Male","Alberta","Highly Educated","NO","Middle Class",0,0,0
34,"Female","Alberta","Highly Educated","YES","Middle Class",1,0,0
76,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
52,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
57,"Male","Ontario","Some Education","NO","Upper Middle Class to Wealthy",1,0,0
25,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
26,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
66,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
57,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
68,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
65,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
65,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0,0
59,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
60,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
32,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
72,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
45,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
34,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0,0
67,"Female","Alberta","Highly Educated","YES","Middle Class",0,1,0
63,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
64,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,1
36,"Female","British Columbia","Some Education","NO","Middle Class",0,0,1
74,"Male","Alberta","Some Education","YES","Middle Class",NA,NA,NA
59,"Male","Ontario","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
80,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
31,"Female","Quebec","Some Education","YES","Middle Class",0,1,0
62,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
70,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
69,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
65,"Female","Alberta","Some Education","YES","Middle Class",NA,NA,NA
59,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA,NA
40,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
56,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
26,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,1
43,"Female","British Columbia","Some Education","YES","Middle Class",0,0,0
32,"Male","Saskatchewan","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
47,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
49,"Female","Quebec","Some Education","NO","Upper Middle Class to Wealthy",0,0,0
68,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
30,"Male","Ontario","Highly Educated","YES","Middle Class",0,1,0
37,"Female","Alberta","Highly Educated","YES","Middle Class",1,0,0
67,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
43,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
65,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
61,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,1,0
38,"Female","Alberta","Highly Educated","NO","Middle Class",0,0,0
52,"Male","Ontario","Some Education","YES","Middle Class",0,0,0
56,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
53,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
34,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
66,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
63,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
48,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
22,"Male","Alberta","Highly Educated","NO","Middle Class",0,1,0
54,"Male","Quebec","Highly Educated","YES","Middle Class",1,0,0
68,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
56,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA,NA
73,"Male","Quebec","Some Education","YES","Middle Class",1,0,0
42,"Male","New Brunswick","Highly Educated","YES","Middle Class",NA,NA,NA
40,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",0,1,0
31,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
58,"Female","Ontario","Highly Educated","NO","Middle Class",1,0,0
67,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
73,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,1
45,"Male","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
67,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
26,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
67,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
59,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
69,"Male","Alberta","Highly Educated","NO","Middle Class",1,0,0
67,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
70,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
45,"Female","Quebec","Some Education","NO","Upper Middle Class to Wealthy",0,1,0
42,"Male","Ontario","Limited Education","NO","Lower Middle Class to Poor",0,1,0
63,"Male","Alberta","Some Education","YES","Middle Class",NA,NA,NA
39,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
51,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
29,"Male","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,0
55,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",1,0,0
70,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0,1
26,"Female","Ontario","Highly Educated","NO","Middle Class",1,0,0
66,"Male","Alberta","Some Education","NO","Middle Class",0,1,0
33,"Male","Quebec","Some Education","YES","Middle Class",0,1,0
31,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
74,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
52,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
71,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
59,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
33,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
34,"Female","Manitoba","Highly Educated","YES","Middle Class",0,0,1
31,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
75,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
77,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
21,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
73,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
52,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
55,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
58,"Female","Alberta","Some Education","YES","Middle Class",0,1,0
31,"Female","Ontario","Some Education","YES","Middle Class",1,0,0
67,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
63,"Female","Alberta","Limited Education","YES","Upper Middle Class to Wealthy",0,1,0
61,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
76,"Male","Ontario","Some Education","YES","Middle Class",1,0,0
40,"Male","Manitoba","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
74,"Male","Ontario","Highly Educated","YES","Middle Class",0,0,0
64,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
50,"Female","Saskatchewan","Some Education","YES","Middle Class",0,1,0
76,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
28,"Female","British Columbia","Highly Educated","NO","Middle Class",0,1,0
29,"Male","Ontario","Highly Educated","YES","Middle Class",0,1,0
63,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,1
37,"Male","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
48,"Male","Ontario","Highly Educated","YES","Middle Class",0,1,0
41,"Female","British Columbia","Some Education","YES","Middle Class",0,0,1
64,"Female","New Brunswick","Some Education","YES","Middle Class",NA,NA,NA
50,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
36,"Male","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,1
68,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
51,"Female","Alberta","Highly Educated","YES","Middle Class",1,0,0
71,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
57,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
55,"Male","Quebec","Some Education","YES","Middle Class",1,0,0
58,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
44,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
31,"Female","Manitoba","Some Education","NO","Middle Class",0,0,0
52,"Male","Ontario","Highly Educated","YES","Middle Class",1,0,0
68,"Female","Ontario","Highly Educated","NO","Middle Class",0,0,0
68,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
31,"Female","Quebec","Highly Educated","YES","Middle Class",0,1,0
45,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
45,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",1,0,0
60,"Female","Quebec","Some Education","YES","Middle Class",0,0,0
37,"Male","Alberta","Highly Educated","NO","Middle Class",NA,NA,NA
58,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
48,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0,1
74,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
61,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
26,"Female","Quebec","Highly Educated","YES","Middle Class",1,0,0
26,"Female","Quebec","Some Education","NO","Upper Middle Class to Wealthy",1,0,0
50,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
48,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0,1
68,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
52,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
60,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
44,"Female","Quebec","Highly Educated","NO","Middle Class",0,1,0
65,"Female","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
29,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
53,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
42,"Male","Quebec","Highly Educated","NO","Upper Middle Class to Wealthy",0,0,1
22,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
59,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
41,"Female","Ontario","Some Education","NO","Middle Class",0,0,1
85,"Male","Alberta","Some Education","YES","Middle Class",0,1,0
61,"Female","Ontario","Highly Educated","NO","Middle Class",1,0,0
55,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
80,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
45,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,1
69,"Male","British Columbia","Some Education","YES","Middle Class",0,1,0
59,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
38,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
58,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
27,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
39,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,1
37,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
70,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
21,"Male","Quebec","Some Education","NO","Middle Class",0,0,1
21,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0,0
81,"Female","Quebec","Some Education","YES","Middle Class",NA,NA,NA
23,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
70,"Female","Ontario","Highly Educated","YES","Middle Class",0,0,0
76,"Male","New Brunswick","Some Education","YES","Middle Class",NA,NA,NA
57,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
33,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
62,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
59,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
77,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
26,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",1,0,0
66,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
75,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0,0
47,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
42,"Female","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
59,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
71,"Male","New Brunswick","Highly Educated","YES","Middle Class",1,0,0
43,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,0,1
22,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
50,"Male","Ontario","Some Education","NO","Middle Class",1,0,0
42,"Female","British Columbia","Some Education","NO","Middle Class",0,0,0
70,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
34,"Female","New Brunswick","Highly Educated","YES","Middle Class",NA,NA,NA
56,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
46,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
