"age","sex","province","education","religion","income_before_tax"
63,"Female","Nova Scotia",NA,"YES","Middle Class"
69,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
46,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
62,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor"
54,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
66,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy"
75,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
69,"Male","Ontario","Limited Education","NO","Lower Middle Class to Poor"
52,"Female","New Brunswick",NA,"YES","Middle Class"
17,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
39,"Male","Alberta","Some Education","YES","Middle Class"
80,"Male","Quebec","Highly Educated","YES","Middle Class"
45,"Male","Manitoba",NA,"YES","Lower Middle Class to Poor"
72,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
74,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
22,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
49,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
32,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
24,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
30,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
42,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
25,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
50,"Female","Newfoundland and Labrador",NA,"YES","Middle Class"
77,"Female","Ontario",NA,"YES","Middle Class"
52,"Female","Alberta",NA,"YES",NA
19,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor"
53,"Male","Alberta","Some Education","NO","Middle Class"
43,"Male","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
74,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
64,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
69,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
58,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy"
45,"Female","Ontario","Limited Education","YES","Middle Class"
32,"Female","Ontario",NA,"YES","Middle Class"
62,"Male","Quebec","Some Education","YES","Middle Class"
31,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
63,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
69,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
65,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
50,"Male","Ontario","Highly Educated","YES","Middle Class"
76,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
43,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
40,"Male","Quebec","Some Education","YES","Middle Class"
65,"Female","Ontario","Highly Educated","YES","Middle Class"
72,"Female","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor"
63,"Male","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
55,"Female","Quebec","Highly Educated","YES","Middle Class"
18,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
34,"Male","Quebec",NA,"YES","Middle Class"
27,"Female","Quebec","Some Education","YES","Middle Class"
32,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
53,"Female","Ontario","Limited Education","YES","Middle Class"
36,"Male","British Columbia",NA,"NO","Middle Class"
49,"Male","Ontario","Some Education","YES","Middle Class"
58,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class"
76,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
30,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
69,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
80,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
77,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
66,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
80,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
29,"Male","Saskatchewan","Some Education","NO","Middle Class"
29,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
79,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
29,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor"
60,"Female","Alberta","Some Education","YES","Middle Class"
27,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
30,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
33,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
42,"Male","Quebec","Some Education","YES","Middle Class"
37,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
29,"Male","Newfoundland and Labrador","Highly Educated","YES","Middle Class"
80,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
62,"Male","New Brunswick","Some Education","YES","Upper Middle Class to Wealthy"
30,"Male","Ontario",NA,"YES","Upper Middle Class to Wealthy"
31,"Male","Nova Scotia",NA,"YES","Middle Class"
54,"Male","Alberta","Some Education","YES","Middle Class"
56,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor"
69,"Male","Quebec","Highly Educated","YES","Middle Class"
46,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
25,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
71,"Male","Ontario","Highly Educated","YES","Middle Class"
74,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
58,"Male","Newfoundland and Labrador","Some Education","YES",NA
30,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
58,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
50,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
73,"Male","Prince Edward Island",NA,"NO",NA
34,"Male","British Columbia","Highly Educated","YES",NA
65,"Female","British Columbia","Some Education","NO","Middle Class"
28,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
66,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
37,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
58,"Male","British Columbia",NA,"NO",NA
58,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
75,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
57,"Female","Saskatchewan","Some Education","NO","Lower Middle Class to Poor"
67,"Male","Nova Scotia","Highly Educated","NO","Lower Middle Class to Poor"
64,"Female","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
80,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
18,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
56,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
36,"Female","Alberta","Highly Educated","NO","Middle Class"
56,"Male","Ontario","Highly Educated","YES","Middle Class"
22,"Male","Quebec",NA,"NO","Lower Middle Class to Poor"
62,"Female","Ontario","Some Education","YES","Middle Class"
63,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy"
66,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
80,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
80,"Female","Alberta",NA,"YES","Middle Class"
54,"Female","British Columbia",NA,"YES","Upper Middle Class to Wealthy"
80,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
45,"Female","British Columbia",NA,"NO",NA
36,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
44,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
35,"Male","Newfoundland and Labrador","Some Education","NO","Middle Class"
64,"Female","Prince Edward Island","Limited Education","NO","Lower Middle Class to Poor"
62,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
31,"Male","Saskatchewan",NA,"NO","Middle Class"
69,"Male","British Columbia","Highly Educated","NO",NA
68,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
59,"Male","Quebec","Highly Educated","YES","Middle Class"
22,"Female","New Brunswick","Limited Education","NO","Lower Middle Class to Poor"
59,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
76,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
27,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
39,"Male","New Brunswick",NA,"YES","Middle Class"
77,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
36,"Female","British Columbia","Highly Educated","YES","Middle Class"
71,"Female","Manitoba","Limited Education","NO","Lower Middle Class to Poor"
41,"Female","Ontario",NA,"YES","Middle Class"
29,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
49,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
65,"Male","Saskatchewan","Highly Educated","YES","Middle Class"
48,"Male","Ontario",NA,"YES","Middle Class"
37,"Male","British Columbia","Highly Educated","NO","Middle Class"
56,"Female","Ontario",NA,"NO","Lower Middle Class to Poor"
42,"Male","Newfoundland and Labrador",NA,"YES","Upper Middle Class to Wealthy"
30,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
36,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor"
33,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
23,"Female","Quebec",NA,"NO","Lower Middle Class to Poor"
68,"Female","Prince Edward Island",NA,"YES",NA
40,"Male","Quebec","Some Education","YES",NA
45,"Female","Ontario","Highly Educated","YES","Middle Class"
61,"Male","Saskatchewan","Some Education","YES","Middle Class"
62,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
71,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
37,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
37,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
54,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
74,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
63,"Male","Quebec","Some Education","YES","Middle Class"
72,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
69,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
31,"Male","Prince Edward Island",NA,"YES","Middle Class"
35,"Female","Manitoba","Some Education","NO","Middle Class"
71,"Male","Manitoba","Some Education","YES",NA
37,"Female","Alberta","Highly Educated","NO","Middle Class"
53,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
31,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
52,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
70,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
54,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
57,"Male","Nova Scotia","Some Education","YES","Middle Class"
76,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
56,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
70,"Male","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
68,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
41,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
74,"Male","Manitoba","Highly Educated","YES","Middle Class"
59,"Female","Alberta","Some Education","YES",NA
68,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
68,"Male","British Columbia","Limited Education","NO","Lower Middle Class to Poor"
61,"Male","Saskatchewan","Some Education","YES","Middle Class"
38,"Male","Quebec",NA,"NO","Middle Class"
35,"Male","Saskatchewan","Some Education","YES","Middle Class"
22,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
80,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
67,"Female","Manitoba",NA,"YES","Lower Middle Class to Poor"
53,"Female","Alberta","Some Education","YES",NA
41,"Male","New Brunswick","Limited Education","NO","Lower Middle Class to Poor"
30,"Male","Saskatchewan","Highly Educated","NO","Middle Class"
49,"Female","Ontario",NA,"NO","Lower Middle Class to Poor"
75,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
80,"Male","Alberta","Limited Education","YES","Middle Class"
44,"Female","Manitoba","Some Education","YES","Middle Class"
42,"Female","Ontario","Highly Educated","NO","Middle Class"
67,"Female","Quebec","Highly Educated","YES","Middle Class"
30,"Male","Nova Scotia","Some Education","YES","Middle Class"
41,"Male","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
41,"Female","Ontario","Some Education","YES",NA
51,"Male","Alberta",NA,"YES","Lower Middle Class to Poor"
25,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
42,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
69,"Male","Quebec","Some Education","YES","Middle Class"
65,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
24,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
73,"Female","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
56,"Male","New Brunswick","Some Education","YES","Middle Class"
30,"Female","Ontario",NA,"YES","Middle Class"
69,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
63,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
39,"Female","Alberta",NA,"NO",NA
80,"Female","Saskatchewan","Highly Educated","YES","Middle Class"
24,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class"
55,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
44,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
37,"Male","British Columbia","Some Education","NO","Middle Class"
63,"Male","Ontario",NA,"YES","Middle Class"
45,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
20,"Male","British Columbia",NA,"NO","Lower Middle Class to Poor"
60,"Male","Nova Scotia",NA,"YES","Middle Class"
68,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor"
58,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
62,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
39,"Female","Ontario","Highly Educated","NO","Middle Class"
28,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
51,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
38,"Male","Ontario",NA,"NO","Lower Middle Class to Poor"
64,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
55,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
31,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
70,"Female","Ontario","Some Education","YES",NA
77,"Male","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor"
80,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
57,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
52,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
23,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
30,"Male","Alberta",NA,"NO",NA
43,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
79,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
59,"Female","Alberta",NA,"YES","Middle Class"
70,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
68,"Female","Nova Scotia",NA,"YES","Middle Class"
28,"Male","Ontario",NA,"NO",NA
28,"Female","New Brunswick",NA,"YES",NA
54,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
44,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
70,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
18,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
22,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
67,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
53,"Male","Quebec","Limited Education","NO","Lower Middle Class to Poor"
21,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
38,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
53,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
47,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
30,"Male","Ontario","Highly Educated","YES","Middle Class"
57,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
31,"Male","Saskatchewan","Highly Educated","YES","Middle Class"
55,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
34,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
80,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
73,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
41,"Male","Quebec","Highly Educated","YES","Middle Class"
67,"Female","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
26,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
80,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
30,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
45,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
63,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
40,"Female","Manitoba","Highly Educated","YES","Middle Class"
45,"Male","New Brunswick",NA,"NO","Middle Class"
24,"Male","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
42,"Male","Ontario","Highly Educated","YES","Middle Class"
32,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
79,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
76,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor"
31,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
41,"Female","British Columbia","Highly Educated","NO","Middle Class"
42,"Female","Ontario",NA,"YES","Middle Class"
36,"Male","Alberta",NA,"NO",NA
63,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
80,"Female","Manitoba","Limited Education","YES","Middle Class"
19,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
60,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
36,"Male","Ontario","Some Education","YES","Middle Class"
44,"Male","Ontario","Limited Education","NO","Lower Middle Class to Poor"
37,"Male","Quebec","Some Education","YES","Middle Class"
56,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
47,"Female","Prince Edward Island",NA,"YES",NA
80,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
58,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
21,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
55,"Female","Saskatchewan",NA,"NO","Lower Middle Class to Poor"
33,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
76,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
45,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor"
56,"Male","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
79,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
42,"Male","Quebec",NA,"YES","Middle Class"
77,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
25,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
48,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
61,"Male","Ontario",NA,"YES","Middle Class"
53,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
69,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
75,"Male","Alberta","Limited Education","YES","Lower Middle Class to Poor"
72,"Male","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
16,"Male","Ontario","Limited Education","YES","Lower Middle Class to Poor"
76,"Female","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
23,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
40,"Female","New Brunswick",NA,"NO",NA
40,"Male","Quebec","Highly Educated","YES",NA
27,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
40,"Female","Ontario","Highly Educated","NO","Middle Class"
45,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
63,"Male","Ontario",NA,"YES","Middle Class"
45,"Female","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor"
62,"Female","Alberta","Highly Educated","YES","Middle Class"
59,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
24,"Male","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
34,"Male","Saskatchewan","Highly Educated","YES",NA
57,"Female","Ontario",NA,"NO","Middle Class"
71,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
79,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
50,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
67,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
58,"Female","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
61,"Male","Ontario","Some Education","YES",NA
77,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
29,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
39,"Male","Alberta",NA,"YES","Middle Class"
62,"Female","Alberta",NA,"YES",NA
24,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
68,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
16,"Female","Alberta","Limited Education","YES","Lower Middle Class to Poor"
61,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
59,"Male","Alberta","Some Education","YES","Middle Class"
52,"Male","British Columbia",NA,"NO","Lower Middle Class to Poor"
62,"Male","Alberta","Highly Educated","NO",NA
64,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy"
72,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
30,"Male","Ontario","Some Education","NO","Middle Class"
54,"Female","Prince Edward Island","Limited Education","YES","Lower Middle Class to Poor"
36,"Male","Quebec","Highly Educated","NO","Middle Class"
70,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
36,"Male","Saskatchewan",NA,"YES","Middle Class"
52,"Male","Alberta",NA,"YES",NA
47,"Male","New Brunswick","Some Education","NO","Middle Class"
43,"Female","Saskatchewan",NA,"YES",NA
32,"Female","Manitoba","Some Education","NO","Lower Middle Class to Poor"
35,"Male","Ontario",NA,"NO","Lower Middle Class to Poor"
30,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
54,"Female","Quebec",NA,"YES","Middle Class"
80,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
69,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
62,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
57,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
54,"Female","New Brunswick","Highly Educated","YES","Middle Class"
44,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
37,"Female","Manitoba",NA,"NO","Middle Class"
32,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
80,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
79,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
70,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
51,"Male","Quebec",NA,"YES","Upper Middle Class to Wealthy"
39,"Female","Saskatchewan",NA,"YES","Middle Class"
40,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
58,"Female","Ontario",NA,"NO","Middle Class"
32,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
36,"Male","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
43,"Female","Newfoundland and Labrador","Some Education","YES","Upper Middle Class to Wealthy"
23,"Male","British Columbia","Highly Educated","NO","Lower Middle Class to Poor"
49,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy"
45,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
36,"Male","Alberta","Some Education","NO","Middle Class"
63,"Female","Ontario","Highly Educated","YES","Middle Class"
80,"Male","Quebec","Limited Education","YES","Lower Middle Class to Poor"
42,"Male","Saskatchewan","Some Education","YES","Lower Middle Class to Poor"
27,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
43,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
80,"Male","Saskatchewan",NA,"YES","Middle Class"
62,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
50,"Male","British Columbia","Highly Educated","YES","Middle Class"
63,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
32,"Female","Quebec",NA,"YES","Middle Class"
26,"Male","British Columbia","Highly Educated","NO","Middle Class"
42,"Male","Nova Scotia","Some Education","YES","Upper Middle Class to Wealthy"
32,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
73,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
63,"Female","Ontario",NA,"NO","Upper Middle Class to Wealthy"
53,"Male","British Columbia",NA,"YES","Upper Middle Class to Wealthy"
28,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
67,"Female","Quebec",NA,"YES","Upper Middle Class to Wealthy"
80,"Female","Nova Scotia",NA,"YES","Middle Class"
32,"Male","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
70,"Female","Saskatchewan","Highly Educated","YES","Middle Class"
65,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
64,"Male","Quebec",NA,"YES","Middle Class"
60,"Female","Manitoba",NA,"NO","Lower Middle Class to Poor"
80,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
33,"Male","Nova Scotia","Highly Educated","NO","Middle Class"
28,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy"
29,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
66,"Female","Prince Edward Island","Some Education","YES","Middle Class"
58,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
66,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Nova Scotia","Limited Education","YES","Lower Middle Class to Poor"
59,"Female","Nova Scotia",NA,"NO","Lower Middle Class to Poor"
66,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
56,"Male","Alberta",NA,"YES","Upper Middle Class to Wealthy"
29,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor"
29,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
62,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor"
67,"Female","Ontario",NA,"YES","Middle Class"
41,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
27,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
68,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
24,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
80,"Male","Ontario",NA,"NO","Middle Class"
79,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
24,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
72,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
52,"Female","Quebec",NA,"YES","Middle Class"
80,"Female","Ontario","Some Education","YES","Middle Class"
21,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
61,"Male","Quebec","Some Education","YES","Middle Class"
43,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
32,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
52,"Male","Manitoba","Highly Educated","NO","Middle Class"
75,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
58,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
31,"Female","Quebec",NA,"NO","Lower Middle Class to Poor"
29,"Female","Saskatchewan",NA,"YES","Lower Middle Class to Poor"
66,"Female","Alberta","Highly Educated","YES","Middle Class"
29,"Male","Ontario",NA,"NO",NA
44,"Female","Quebec","Some Education","YES","Middle Class"
50,"Male","Manitoba","Limited Education","YES","Lower Middle Class to Poor"
71,"Female","Prince Edward Island","Limited Education","YES","Lower Middle Class to Poor"
50,"Female","Saskatchewan","Some Education","NO","Middle Class"
22,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
72,"Male","Quebec","Highly Educated","YES","Middle Class"
48,"Male","Nova Scotia","Some Education","YES","Upper Middle Class to Wealthy"
