"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative"
36,"Female","British Columbia","Some Education","YES","Middle Class",0,0
26,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
72,"Male","Manitoba","Some Education","NO","Upper Middle Class to Wealthy",1,0
33,"Female","Alberta","Highly Educated","YES","Middle Class",0,0
68,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
46,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
79,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
36,"Female","Manitoba","Some Education","NO","Middle Class",0,1
59,"Male","New Brunswick","Highly Educated","YES","Middle Class",1,0
26,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA
75,"Male","Alberta","Some Education","YES","Middle Class",0,0
26,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
37,"Male","British Columbia","Some Education","YES","Middle Class",0,1
81,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1
86,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
55,"Female","Manitoba","Highly Educated","YES","Middle Class",1,0
60,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
62,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
76,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
56,"Male","Alberta","Highly Educated","YES","Middle Class",0,0
33,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
51,"Female","Alberta","Some Education","NO","Middle Class",1,0
24,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
36,"Female","Alberta","Limited Education","YES","Middle Class",NA,NA
57,"Male","Alberta","Highly Educated","YES","Middle Class",1,0
52,"Female","New Brunswick","Some Education","NO","Middle Class",0,0
52,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
72,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
41,"Male","Alberta","Some Education","YES","Middle Class",0,1
61,"Male","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
25,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
61,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
68,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
33,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
77,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,1
61,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
62,"Female","Alberta","Some Education","NO","Middle Class",0,1
63,"Female","Alberta","Some Education","NO","Middle Class",0,0
66,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
66,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0
68,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
46,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
35,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
46,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
77,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
67,"Female","Manitoba","Some Education","NO","Lower Middle Class to Poor",NA,NA
58,"Male","Alberta","Some Education","YES","Middle Class",1,0
58,"Female","Alberta","Some Education","NO","Upper Middle Class to Wealthy",NA,NA
72,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor",NA,NA
49,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA
43,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
34,"Female","Manitoba","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
67,"Female","Newfoundland and Labrador","Highly Educated","YES","Middle Class",NA,NA
46,"Male","Manitoba","Some Education","YES","Middle Class",0,0
47,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0
51,"Female","Alberta","Highly Educated","YES","Middle Class",0,1
61,"Male","Manitoba","Some Education","YES","Middle Class",0,1
20,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
25,"Male","British Columbia","Some Education","YES","Middle Class",0,0
58,"Male","British Columbia","Some Education","YES","Middle Class",1,0
48,"Female","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",1,0
28,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
29,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1
36,"Female","British Columbia","Some Education","YES","Middle Class",1,0
29,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",1,0
52,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",0,0
47,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",0,0
71,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
24,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
55,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
72,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
51,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
71,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
70,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,1
73,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
36,"Female","New Brunswick","Some Education","NO","Lower Middle Class to Poor",NA,NA
69,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
70,"Male","Manitoba","Some Education","YES","Middle Class",1,0
62,"Female","Alberta","Some Education","NO","Middle Class",0,0
74,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
70,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
73,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class",1,0
29,"Male","Alberta","Highly Educated","NO","Middle Class",0,1
54,"Male","Manitoba","Some Education","NO","Middle Class",0,0
21,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
48,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
32,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA
43,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
71,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
25,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
41,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0
34,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
55,"Female","Manitoba","Limited Education","YES","Lower Middle Class to Poor",0,1
75,"Male","British Columbia","Some Education","YES","Middle Class",0,0
39,"Female","Manitoba","Some Education","YES","Middle Class",0,1
36,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
36,"Female","Alberta","Highly Educated","YES","Middle Class",0,0
58,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
50,"Female","New Brunswick","Some Education","YES","Upper Middle Class to Wealthy",0,0
45,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1
65,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1
74,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
60,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy",NA,NA
50,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
75,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
41,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
63,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
25,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
54,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
66,"Male","Alberta","Highly Educated","YES","Middle Class",1,0
68,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
32,"Female","Alberta","Highly Educated","NO","Middle Class",0,0
27,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
68,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
40,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
31,"Male","Alberta","Highly Educated","YES","Middle Class",0,0
65,"Male","Alberta","Highly Educated","NO","Middle Class",NA,NA
62,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
45,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
75,"Male","British Columbia","Some Education","YES","Middle Class",0,1
30,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
38,"Male","New Brunswick","Some Education","NO","Middle Class",0,0
67,"Female","Alberta","Some Education","NO","Middle Class",0,1
34,"Male","British Columbia","Some Education","YES","Middle Class",0,0
56,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
65,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
51,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
61,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
28,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",0,0
68,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
30,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
89,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
42,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
34,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
41,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
68,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
23,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
44,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",0,0
57,"Female","New Brunswick","Some Education","NO","Lower Middle Class to Poor",0,0
59,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0
76,"Female","Alberta","Some Education","YES","Middle Class",1,0
55,"Female","Alberta","Highly Educated","YES","Middle Class",0,0
26,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy",NA,NA
79,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
34,"Male","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
65,"Male","Manitoba","Some Education","YES","Middle Class",NA,NA
53,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
42,"Female","Alberta","Some Education","YES","Middle Class",0,1
64,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
51,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
77,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1
27,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
58,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
25,"Female","Alberta","Some Education","NO","Middle Class",0,0
29,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
61,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1
41,"Female","British Columbia","Some Education","YES","Middle Class",0,0
54,"Female","Alberta","Some Education","YES","Middle Class",1,0
31,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
55,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",1,0
20,"Male","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
64,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,1
63,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
77,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA
72,"Male","Alberta","Highly Educated","YES","Middle Class",0,0
40,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
19,"Female","New Brunswick","Some Education","NO","Lower Middle Class to Poor",NA,NA
62,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
23,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
57,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
26,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
57,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
28,"Male","Newfoundland and Labrador","Highly Educated","YES","Middle Class",0,0
24,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
38,"Male","Alberta","Highly Educated","NO","Middle Class",0,0
47,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
76,"Female","Alberta","Some Education","YES","Middle Class",1,0
41,"Female","New Brunswick","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
53,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
31,"Female","British Columbia","Some Education","NO","Middle Class",0,0
70,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,1
52,"Female","Newfoundland and Labrador","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
25,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",0,0
35,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
43,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
36,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
31,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
39,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
59,"Female","Alberta","Some Education","NO","Middle Class",0,1
38,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
43,"Female","Manitoba","Highly Educated","NO","Lower Middle Class to Poor",0,0
62,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",1,0
69,"Female","Alberta","Some Education","NO","Middle Class",0,1
74,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
33,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA
34,"Female","British Columbia","Some Education","YES","Middle Class",0,1
54,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
58,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
26,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
64,"Male","Alberta","Some Education","YES","Middle Class",0,0
52,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
64,"Male","Alberta","Some Education","YES","Middle Class",0,1
30,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
70,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
46,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA
44,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
76,"Male","Alberta","Some Education","YES","Middle Class",0,1
35,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0
61,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,0
26,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0
65,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,1
70,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
32,"Male","Alberta","Some Education","NO","Middle Class",0,0
41,"Male","Manitoba","Highly Educated","YES","Middle Class",0,1
76,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
21,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
22,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
62,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA
30,"Male","New Brunswick","Some Education","YES","Middle Class",0,0
68,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
81,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
45,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
36,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA
39,"Female","Manitoba","Highly Educated","YES","Middle Class",NA,NA
41,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
60,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
63,"Female","Alberta","Some Education","YES","Middle Class",0,0
49,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
64,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor",0,1
76,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
21,"Male","British Columbia","Some Education","YES","Middle Class",0,0
26,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
76,"Female","Manitoba","Some Education","YES","Middle Class",0,1
71,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0
69,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",0,1
64,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
55,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
32,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
78,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
67,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
24,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
52,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
64,"Male","British Columbia","Some Education","YES","Middle Class",0,0
34,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
22,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,1
53,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
61,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
37,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
35,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
66,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
20,"Male","Alberta","Some Education","YES","Middle Class",1,0
35,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
54,"Female","British Columbia","Some Education","YES","Middle Class",0,0
40,"Female","Alberta","Some Education","NO","Middle Class",0,1
50,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0
57,"Female","Alberta","Highly Educated","NO","Middle Class",0,1
33,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
65,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
83,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
35,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA
47,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA
57,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
78,"Male","Alberta","Some Education","YES","Middle Class",0,1
55,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
53,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
66,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
64,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
73,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0
36,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
67,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0
39,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1
42,"Female","New Brunswick","Highly Educated","NO","Middle Class",0,1
44,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
50,"Female","Alberta","Some Education","NO","Middle Class",0,1
31,"Male","Alberta","Highly Educated","NO","Middle Class",0,0
32,"Female","Alberta","Highly Educated","YES","Middle Class",1,0
62,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
67,"Male","Alberta","Some Education","YES","Middle Class",0,1
66,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
52,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",1,0
75,"Female","Alberta","Some Education","YES","Middle Class",0,1
37,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
56,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",0,0
28,"Male","Manitoba","Some Education","NO","Middle Class",0,0
66,"Male","Manitoba","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
43,"Female","Alberta","Some Education","YES","Middle Class",0,1
53,"Female","New Brunswick","Some Education","YES","Middle Class",NA,NA
42,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
67,"Female","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",1,0
31,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
69,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
58,"Female","British Columbia","Some Education","YES","Middle Class",1,0
69,"Male","British Columbia","Some Education","YES","Middle Class",0,1
80,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",0,0
35,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",1,0
63,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
28,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
35,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
78,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
75,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0
20,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
72,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
24,"Male","Newfoundland and Labrador","Highly Educated","NO","Middle Class",0,0
48,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
37,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
47,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
73,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
64,"Male","Alberta","Some Education","NO","Middle Class",NA,NA
69,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
70,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
19,"Female","Alberta","Some Education","YES","Middle Class",0,0
55,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
54,"Female","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
72,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
33,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
60,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
51,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,1
57,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
60,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,1
36,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor",0,0
63,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,0
68,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
74,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
53,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
36,"Male","Alberta","Some Education","YES","Middle Class",0,1
20,"Female","British Columbia","Some Education","YES","Middle Class",0,0
36,"Female","Alberta","Some Education","YES","Middle Class",0,1
32,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",1,0
69,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
53,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
45,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
44,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor",1,0
60,"Male","Alberta","Some Education","YES","Middle Class",0,1
74,"Female","Alberta","Some Education","YES","Middle Class",1,0
49,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",NA,NA
20,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
71,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
64,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
32,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0
68,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
46,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
49,"Male","New Brunswick","Some Education","YES","Middle Class",0,1
62,"Male","British Columbia","Some Education","YES","Middle Class",0,0
55,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
27,"Male","Alberta","Highly Educated","NO","Middle Class",NA,NA
45,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
25,"Male","Alberta","Highly Educated","NO","Middle Class",0,0
35,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
42,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",1,0
49,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
69,"Male","Newfoundland and Labrador","Highly Educated","YES","Middle Class",NA,NA
31,"Male","New Brunswick","Highly Educated","NO","Middle Class",0,1
78,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
64,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",1,0
56,"Male","British Columbia","Highly Educated","YES","Middle Class",0,1
65,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
35,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
56,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",0,1
78,"Male","New Brunswick","Highly Educated","YES","Middle Class",1,0
34,"Female","British Columbia","Highly Educated","NO","Middle Class",NA,NA
53,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
30,"Male","Manitoba","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
62,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA
35,"Female","Manitoba","Highly Educated","YES","Middle Class",0,0
65,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
22,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class",0,0
34,"Female","New Brunswick","Highly Educated","YES","Middle Class",1,0
34,"Female","British Columbia","Limited Education","NO","Lower Middle Class to Poor",NA,NA
67,"Female","Alberta","Highly Educated","NO","Middle Class",0,1
54,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",NA,NA
79,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
58,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",0,1
61,"Male","New Brunswick","Highly Educated","YES","Middle Class",NA,NA
37,"Female","Alberta","Highly Educated","NO","Middle Class",0,0
67,"Male","Alberta","Highly Educated","NO","Middle Class",0,1
69,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
45,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
34,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
33,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
57,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
27,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
81,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
22,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",1,0
41,"Male","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
21,"Male","British Columbia","Some Education","YES","Middle Class",0,0
56,"Female","Manitoba","Highly Educated","YES","Middle Class",0,1
35,"Female","Alberta","Highly Educated","YES","Middle Class",1,0
73,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0
72,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
37,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
66,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
74,"Female","Alberta","Some Education","YES","Middle Class",0,1
